Id,Nome,Email,Telefone,Cidade,Estado,DataCadastro,Status
34549,Cliente 34549,cliente34549@email.com,(11) 934549-2150,São Paulo,SP,2024-01-14,Ativo
34550,Cliente 34550,cliente34550@email.com,(11) 934550-7580,São Paulo,SP,2024-03-18,Ativo
34551,Cliente 34551,cliente34551@email.com,(11) 934551-5296,São Paulo,SP,2024-07-03,Ativo
34552,Cliente 34552,cliente34552@email.com,(11) 934552-8975,São Paulo,SP,2024-03-15,Ativo
34553,Cliente 34553,cliente34553@email.com,(11) 934553-6306,São Paulo,SP,2024-06-06,Ativo
34554,Cliente 34554,cliente34554@email.com,(11) 934554-2300,São Paulo,SP,2024-11-07,Ativo
34555,Cliente 34555,cliente34555@email.com,(11) 934555-7707,São Paulo,SP,2024-01-06,Ativo
34556,Cliente 34556,cliente34556@email.com,(11) 934556-5266,São Paulo,SP,2024-03-21,Ativo
34557,Cliente 34557,cliente34557@email.com,(11) 934557-4814,São Paulo,SP,2024-05-21,Ativo
34558,Cliente 34558,cliente34558@email.com,(11) 934558-5948,São Paulo,SP,2024-08-10,Ativo
34559,Cliente 34559,cliente34559@email.com,(11) 934559-6981,São Paulo,SP,2024-07-18,Ativo
34560,Cliente 34560,cliente34560@email.com,(11) 934560-2629,São Paulo,SP,2024-09-03,Ativo
34561,Cliente 34561,cliente34561@email.com,(11) 934561-2896,São Paulo,SP,2024-05-05,Ativo
34562,Cliente 34562,cliente34562@email.com,(11) 934562-6338,São Paulo,SP,2024-06-21,Ativo
34563,Cliente 34563,cliente34563@email.com,(11) 934563-2957,São Paulo,SP,2024-01-25,Ativo
34564,Cliente 34564,cliente34564@email.com,(11) 934564-6185,São Paulo,SP,2024-02-14,Ativo
34565,Cliente 34565,cliente34565@email.com,(11) 934565-6315,São Paulo,SP,2024-03-10,Ativo
34566,Cliente 34566,cliente34566@email.com,(11) 934566-9766,São Paulo,SP,2024-01-12,Ativo
34567,Cliente 34567,cliente34567@email.com,(11) 934567-7599,São Paulo,SP,2024-03-03,Ativo
34568,Cliente 34568,cliente34568@email.com,(11) 934568-4938,São Paulo,SP,2024-05-27,Ativo
34569,Cliente 34569,cliente34569@email.com,(11) 934569-4032,São Paulo,SP,2024-10-11,Ativo
34570,Cliente 34570,cliente34570@email.com,(11) 934570-9887,São Paulo,SP,2024-11-13,Ativo
34571,Cliente 34571,cliente34571@email.com,(11) 934571-8112,São Paulo,SP,2024-03-03,Ativo
34572,Cliente 34572,cliente34572@email.com,(11) 934572-8898,São Paulo,SP,2024-01-14,Ativo
34573,Cliente 34573,cliente34573@email.com,(11) 934573-7059,São Paulo,SP,2024-11-23,Ativo
34574,Cliente 34574,cliente34574@email.com,(11) 934574-8048,São Paulo,SP,2024-05-10,Ativo
34575,Cliente 34575,cliente34575@email.com,(11) 934575-8428,São Paulo,SP,2024-06-25,Ativo
34576,Cliente 34576,cliente34576@email.com,(11) 934576-6666,São Paulo,SP,2024-04-14,Ativo
34577,Cliente 34577,cliente34577@email.com,(11) 934577-1224,São Paulo,SP,2024-08-13,Ativo
34578,Cliente 34578,cliente34578@email.com,(11) 934578-3850,São Paulo,SP,2024-07-24,Ativo
34579,Cliente 34579,cliente34579@email.com,(11) 934579-6945,São Paulo,SP,2024-09-27,Ativo
34580,Cliente 34580,cliente34580@email.com,(11) 934580-2649,São Paulo,SP,2024-06-10,Ativo
34581,Cliente 34581,cliente34581@email.com,(11) 934581-3514,São Paulo,SP,2024-07-18,Ativo
34582,Cliente 34582,cliente34582@email.com,(11) 934582-3088,São Paulo,SP,2024-04-21,Ativo
34583,Cliente 34583,cliente34583@email.com,(11) 934583-8621,São Paulo,SP,2024-09-07,Ativo
34584,Cliente 34584,cliente34584@email.com,(11) 934584-7827,São Paulo,SP,2024-11-19,Ativo
34585,Cliente 34585,cliente34585@email.com,(11) 934585-2127,São Paulo,SP,2024-10-03,Ativo
34586,Cliente 34586,cliente34586@email.com,(11) 934586-9089,São Paulo,SP,2024-04-19,Ativo
34587,Cliente 34587,cliente34587@email.com,(11) 934587-1493,São Paulo,SP,2024-05-05,Ativo
34588,Cliente 34588,cliente34588@email.com,(11) 934588-3270,São Paulo,SP,2024-04-07,Ativo
34589,Cliente 34589,cliente34589@email.com,(11) 934589-9378,São Paulo,SP,2024-02-07,Ativo
34590,Cliente 34590,cliente34590@email.com,(11) 934590-8728,São Paulo,SP,2024-07-14,Ativo
34591,Cliente 34591,cliente34591@email.com,(11) 934591-6625,São Paulo,SP,2024-01-08,Ativo
34592,Cliente 34592,cliente34592@email.com,(11) 934592-8482,São Paulo,SP,2024-05-20,Ativo
34593,Cliente 34593,cliente34593@email.com,(11) 934593-8793,São Paulo,SP,2024-05-26,Ativo
34594,Cliente 34594,cliente34594@email.com,(11) 934594-8400,São Paulo,SP,2024-07-11,Ativo
34595,Cliente 34595,cliente34595@email.com,(11) 934595-7191,São Paulo,SP,2024-03-26,Ativo
34596,Cliente 34596,cliente34596@email.com,(11) 934596-6406,São Paulo,SP,2024-03-04,Ativo
34597,Cliente 34597,cliente34597@email.com,(11) 934597-4372,São Paulo,SP,2024-01-04,Ativo
34598,Cliente 34598,cliente34598@email.com,(11) 934598-7329,São Paulo,SP,2024-11-03,Ativo
34599,Cliente 34599,cliente34599@email.com,(11) 934599-4595,São Paulo,SP,2024-10-24,Ativo
34600,Cliente 34600,cliente34600@email.com,(11) 934600-7993,São Paulo,SP,2024-07-19,Ativo
34601,Cliente 34601,cliente34601@email.com,(11) 934601-7848,São Paulo,SP,2024-07-06,Ativo
34602,Cliente 34602,cliente34602@email.com,(11) 934602-5111,São Paulo,SP,2024-07-15,Ativo
34603,Cliente 34603,cliente34603@email.com,(11) 934603-1224,São Paulo,SP,2024-07-06,Ativo
34604,Cliente 34604,cliente34604@email.com,(11) 934604-6624,São Paulo,SP,2024-02-20,Ativo
34605,Cliente 34605,cliente34605@email.com,(11) 934605-1958,São Paulo,SP,2024-05-13,Ativo
34606,Cliente 34606,cliente34606@email.com,(11) 934606-2519,São Paulo,SP,2024-09-19,Ativo
34607,Cliente 34607,cliente34607@email.com,(11) 934607-3914,São Paulo,SP,2024-07-12,Ativo
34608,Cliente 34608,cliente34608@email.com,(11) 934608-3209,São Paulo,SP,2024-09-26,Ativo
34609,Cliente 34609,cliente34609@email.com,(11) 934609-4343,São Paulo,SP,2024-04-12,Ativo
34610,Cliente 34610,cliente34610@email.com,(11) 934610-6794,São Paulo,SP,2024-07-01,Ativo
34611,Cliente 34611,cliente34611@email.com,(11) 934611-9411,São Paulo,SP,2024-09-21,Ativo
34612,Cliente 34612,cliente34612@email.com,(11) 934612-1408,São Paulo,SP,2024-04-06,Ativo
34613,Cliente 34613,cliente34613@email.com,(11) 934613-2980,São Paulo,SP,2024-02-03,Ativo
34614,Cliente 34614,cliente34614@email.com,(11) 934614-2286,São Paulo,SP,2024-07-11,Ativo
34615,Cliente 34615,cliente34615@email.com,(11) 934615-9267,São Paulo,SP,2024-03-14,Ativo
34616,Cliente 34616,cliente34616@email.com,(11) 934616-1009,São Paulo,SP,2024-11-09,Ativo
34617,Cliente 34617,cliente34617@email.com,(11) 934617-5407,São Paulo,SP,2024-10-21,Ativo
34618,Cliente 34618,cliente34618@email.com,(11) 934618-1022,São Paulo,SP,2024-07-06,Ativo
34619,Cliente 34619,cliente34619@email.com,(11) 934619-2142,São Paulo,SP,2024-03-19,Ativo
34620,Cliente 34620,cliente34620@email.com,(11) 934620-1451,São Paulo,SP,2024-07-02,Ativo
34621,Cliente 34621,cliente34621@email.com,(11) 934621-1797,São Paulo,SP,2024-11-08,Ativo
34622,Cliente 34622,cliente34622@email.com,(11) 934622-5585,São Paulo,SP,2024-05-13,Ativo
34623,Cliente 34623,cliente34623@email.com,(11) 934623-3889,São Paulo,SP,2024-11-16,Ativo
34624,Cliente 34624,cliente34624@email.com,(11) 934624-5930,São Paulo,SP,2024-05-18,Ativo
34625,Cliente 34625,cliente34625@email.com,(11) 934625-4630,São Paulo,SP,2024-04-02,Ativo
34626,Cliente 34626,cliente34626@email.com,(11) 934626-7411,São Paulo,SP,2024-09-08,Ativo
34627,Cliente 34627,cliente34627@email.com,(11) 934627-7022,São Paulo,SP,2024-11-19,Ativo
34628,Cliente 34628,cliente34628@email.com,(11) 934628-8174,São Paulo,SP,2024-08-13,Ativo
34629,Cliente 34629,cliente34629@email.com,(11) 934629-8707,São Paulo,SP,2024-02-03,Ativo
34630,Cliente 34630,cliente34630@email.com,(11) 934630-1693,São Paulo,SP,2024-08-17,Ativo
34631,Cliente 34631,cliente34631@email.com,(11) 934631-9811,São Paulo,SP,2024-10-20,Ativo
34632,Cliente 34632,cliente34632@email.com,(11) 934632-2619,São Paulo,SP,2024-11-03,Ativo
34633,Cliente 34633,cliente34633@email.com,(11) 934633-9760,São Paulo,SP,2024-10-12,Ativo
34634,Cliente 34634,cliente34634@email.com,(11) 934634-9384,São Paulo,SP,2024-08-20,Ativo
34635,Cliente 34635,cliente34635@email.com,(11) 934635-2085,São Paulo,SP,2024-09-18,Ativo
34636,Cliente 34636,cliente34636@email.com,(11) 934636-2668,São Paulo,SP,2024-11-17,Ativo
34637,Cliente 34637,cliente34637@email.com,(11) 934637-6377,São Paulo,SP,2024-07-15,Ativo
34638,Cliente 34638,cliente34638@email.com,(11) 934638-8088,São Paulo,SP,2024-02-12,Ativo
34639,Cliente 34639,cliente34639@email.com,(11) 934639-6577,São Paulo,SP,2024-02-15,Ativo
34640,Cliente 34640,cliente34640@email.com,(11) 934640-3000,São Paulo,SP,2024-02-10,Ativo
34641,Cliente 34641,cliente34641@email.com,(11) 934641-2209,São Paulo,SP,2024-03-22,Ativo
34642,Cliente 34642,cliente34642@email.com,(11) 934642-7417,São Paulo,SP,2024-05-05,Ativo
34643,Cliente 34643,cliente34643@email.com,(11) 934643-7456,São Paulo,SP,2024-07-17,Ativo
34644,Cliente 34644,cliente34644@email.com,(11) 934644-9613,São Paulo,SP,2024-01-23,Ativo
34645,Cliente 34645,cliente34645@email.com,(11) 934645-7002,São Paulo,SP,2024-10-11,Ativo
34646,Cliente 34646,cliente34646@email.com,(11) 934646-6298,São Paulo,SP,2024-08-26,Ativo
34647,Cliente 34647,cliente34647@email.com,(11) 934647-2133,São Paulo,SP,2024-04-21,Ativo
34648,Cliente 34648,cliente34648@email.com,(11) 934648-3217,São Paulo,SP,2024-06-08,Ativo
34649,Cliente 34649,cliente34649@email.com,(11) 934649-5324,São Paulo,SP,2024-06-14,Ativo
34650,Cliente 34650,cliente34650@email.com,(11) 934650-8767,São Paulo,SP,2024-06-03,Ativo
34651,Cliente 34651,cliente34651@email.com,(11) 934651-6218,São Paulo,SP,2024-09-08,Ativo
34652,Cliente 34652,cliente34652@email.com,(11) 934652-2462,São Paulo,SP,2024-09-12,Ativo
34653,Cliente 34653,cliente34653@email.com,(11) 934653-9418,São Paulo,SP,2024-08-07,Ativo
34654,Cliente 34654,cliente34654@email.com,(11) 934654-7292,São Paulo,SP,2024-08-07,Ativo
34655,Cliente 34655,cliente34655@email.com,(11) 934655-6884,São Paulo,SP,2024-01-22,Ativo
34656,Cliente 34656,cliente34656@email.com,(11) 934656-7351,São Paulo,SP,2024-02-02,Ativo
34657,Cliente 34657,cliente34657@email.com,(11) 934657-8226,São Paulo,SP,2024-08-05,Ativo
34658,Cliente 34658,cliente34658@email.com,(11) 934658-5617,São Paulo,SP,2024-06-05,Ativo
34659,Cliente 34659,cliente34659@email.com,(11) 934659-9374,São Paulo,SP,2024-07-05,Ativo
34660,Cliente 34660,cliente34660@email.com,(11) 934660-8214,São Paulo,SP,2024-10-13,Ativo
34661,Cliente 34661,cliente34661@email.com,(11) 934661-6627,São Paulo,SP,2024-03-02,Ativo
34662,Cliente 34662,cliente34662@email.com,(11) 934662-8985,São Paulo,SP,2024-02-16,Ativo
34663,Cliente 34663,cliente34663@email.com,(11) 934663-8844,São Paulo,SP,2024-02-27,Ativo
34664,Cliente 34664,cliente34664@email.com,(11) 934664-7927,São Paulo,SP,2024-01-07,Ativo
34665,Cliente 34665,cliente34665@email.com,(11) 934665-2462,São Paulo,SP,2024-04-14,Ativo
34666,Cliente 34666,cliente34666@email.com,(11) 934666-3887,São Paulo,SP,2024-06-10,Ativo
34667,Cliente 34667,cliente34667@email.com,(11) 934667-5366,São Paulo,SP,2024-04-07,Ativo
34668,Cliente 34668,cliente34668@email.com,(11) 934668-8175,São Paulo,SP,2024-04-22,Ativo
34669,Cliente 34669,cliente34669@email.com,(11) 934669-8441,São Paulo,SP,2024-05-10,Ativo
34670,Cliente 34670,cliente34670@email.com,(11) 934670-8010,São Paulo,SP,2024-05-11,Ativo
34671,Cliente 34671,cliente34671@email.com,(11) 934671-6666,São Paulo,SP,2024-06-27,Ativo
34672,Cliente 34672,cliente34672@email.com,(11) 934672-1582,São Paulo,SP,2024-10-20,Ativo
34673,Cliente 34673,cliente34673@email.com,(11) 934673-8001,São Paulo,SP,2024-02-05,Ativo
34674,Cliente 34674,cliente34674@email.com,(11) 934674-2325,São Paulo,SP,2024-08-12,Ativo
34675,Cliente 34675,cliente34675@email.com,(11) 934675-5250,São Paulo,SP,2024-01-23,Ativo
34676,Cliente 34676,cliente34676@email.com,(11) 934676-1324,São Paulo,SP,2024-06-20,Ativo
34677,Cliente 34677,cliente34677@email.com,(11) 934677-2813,São Paulo,SP,2024-03-10,Ativo
34678,Cliente 34678,cliente34678@email.com,(11) 934678-5294,São Paulo,SP,2024-03-24,Ativo
34679,Cliente 34679,cliente34679@email.com,(11) 934679-4803,São Paulo,SP,2024-08-25,Ativo
34680,Cliente 34680,cliente34680@email.com,(11) 934680-5898,São Paulo,SP,2024-06-02,Ativo
34681,Cliente 34681,cliente34681@email.com,(11) 934681-1250,São Paulo,SP,2024-09-17,Ativo
34682,Cliente 34682,cliente34682@email.com,(11) 934682-5054,São Paulo,SP,2024-04-12,Ativo
34683,Cliente 34683,cliente34683@email.com,(11) 934683-5302,São Paulo,SP,2024-02-16,Ativo
34684,Cliente 34684,cliente34684@email.com,(11) 934684-2356,São Paulo,SP,2024-10-08,Ativo
34685,Cliente 34685,cliente34685@email.com,(11) 934685-5706,São Paulo,SP,2024-04-21,Ativo
34686,Cliente 34686,cliente34686@email.com,(11) 934686-4595,São Paulo,SP,2024-01-14,Ativo
34687,Cliente 34687,cliente34687@email.com,(11) 934687-7166,São Paulo,SP,2024-09-07,Ativo
34688,Cliente 34688,cliente34688@email.com,(11) 934688-7733,São Paulo,SP,2024-06-05,Ativo
34689,Cliente 34689,cliente34689@email.com,(11) 934689-9816,São Paulo,SP,2024-04-05,Ativo
34690,Cliente 34690,cliente34690@email.com,(11) 934690-8582,São Paulo,SP,2024-10-02,Ativo
34691,Cliente 34691,cliente34691@email.com,(11) 934691-4693,São Paulo,SP,2024-02-11,Ativo
34692,Cliente 34692,cliente34692@email.com,(11) 934692-6936,São Paulo,SP,2024-08-12,Ativo
34693,Cliente 34693,cliente34693@email.com,(11) 934693-6511,São Paulo,SP,2024-11-14,Ativo
34694,Cliente 34694,cliente34694@email.com,(11) 934694-9802,São Paulo,SP,2024-10-21,Ativo
34695,Cliente 34695,cliente34695@email.com,(11) 934695-9313,São Paulo,SP,2024-10-27,Ativo
34696,Cliente 34696,cliente34696@email.com,(11) 934696-7160,São Paulo,SP,2024-01-26,Ativo
34697,Cliente 34697,cliente34697@email.com,(11) 934697-7262,São Paulo,SP,2024-06-03,Ativo
34698,Cliente 34698,cliente34698@email.com,(11) 934698-1261,São Paulo,SP,2024-11-13,Ativo
34699,Cliente 34699,cliente34699@email.com,(11) 934699-7649,São Paulo,SP,2024-01-17,Ativo
34700,Cliente 34700,cliente34700@email.com,(11) 934700-4917,São Paulo,SP,2024-03-18,Ativo
34701,Cliente 34701,cliente34701@email.com,(11) 934701-3552,São Paulo,SP,2024-07-27,Ativo
34702,Cliente 34702,cliente34702@email.com,(11) 934702-2833,São Paulo,SP,2024-09-04,Ativo
34703,Cliente 34703,cliente34703@email.com,(11) 934703-2097,São Paulo,SP,2024-08-09,Ativo
34704,Cliente 34704,cliente34704@email.com,(11) 934704-1258,São Paulo,SP,2024-06-15,Ativo
34705,Cliente 34705,cliente34705@email.com,(11) 934705-9918,São Paulo,SP,2024-03-25,Ativo
34706,Cliente 34706,cliente34706@email.com,(11) 934706-7532,São Paulo,SP,2024-09-25,Ativo
34707,Cliente 34707,cliente34707@email.com,(11) 934707-5171,São Paulo,SP,2024-02-02,Ativo
34708,Cliente 34708,cliente34708@email.com,(11) 934708-4942,São Paulo,SP,2024-04-22,Ativo
34709,Cliente 34709,cliente34709@email.com,(11) 934709-4900,São Paulo,SP,2024-04-03,Ativo
34710,Cliente 34710,cliente34710@email.com,(11) 934710-9529,São Paulo,SP,2024-05-06,Ativo
34711,Cliente 34711,cliente34711@email.com,(11) 934711-2269,São Paulo,SP,2024-07-11,Ativo
34712,Cliente 34712,cliente34712@email.com,(11) 934712-5323,São Paulo,SP,2024-09-15,Ativo
34713,Cliente 34713,cliente34713@email.com,(11) 934713-6049,São Paulo,SP,2024-05-08,Ativo
34714,Cliente 34714,cliente34714@email.com,(11) 934714-2033,São Paulo,SP,2024-08-13,Ativo
34715,Cliente 34715,cliente34715@email.com,(11) 934715-4557,São Paulo,SP,2024-11-20,Ativo
34716,Cliente 34716,cliente34716@email.com,(11) 934716-1020,São Paulo,SP,2024-10-04,Ativo
34717,Cliente 34717,cliente34717@email.com,(11) 934717-2145,São Paulo,SP,2024-07-02,Ativo
34718,Cliente 34718,cliente34718@email.com,(11) 934718-1355,São Paulo,SP,2024-03-19,Ativo
34719,Cliente 34719,cliente34719@email.com,(11) 934719-4309,São Paulo,SP,2024-05-02,Ativo
34720,Cliente 34720,cliente34720@email.com,(11) 934720-1217,São Paulo,SP,2024-03-15,Ativo
34721,Cliente 34721,cliente34721@email.com,(11) 934721-8585,São Paulo,SP,2024-04-21,Ativo
34722,Cliente 34722,cliente34722@email.com,(11) 934722-5408,São Paulo,SP,2024-11-11,Ativo
34723,Cliente 34723,cliente34723@email.com,(11) 934723-4858,São Paulo,SP,2024-08-27,Ativo
34724,Cliente 34724,cliente34724@email.com,(11) 934724-6032,São Paulo,SP,2024-05-02,Ativo
34725,Cliente 34725,cliente34725@email.com,(11) 934725-4804,São Paulo,SP,2024-06-03,Ativo
34726,Cliente 34726,cliente34726@email.com,(11) 934726-5439,São Paulo,SP,2024-02-16,Ativo
34727,Cliente 34727,cliente34727@email.com,(11) 934727-8265,São Paulo,SP,2024-04-20,Ativo
34728,Cliente 34728,cliente34728@email.com,(11) 934728-9396,São Paulo,SP,2024-11-10,Ativo
34729,Cliente 34729,cliente34729@email.com,(11) 934729-2412,São Paulo,SP,2024-08-13,Ativo
34730,Cliente 34730,cliente34730@email.com,(11) 934730-6081,São Paulo,SP,2024-11-14,Ativo
34731,Cliente 34731,cliente34731@email.com,(11) 934731-4181,São Paulo,SP,2024-08-07,Ativo
34732,Cliente 34732,cliente34732@email.com,(11) 934732-7739,São Paulo,SP,2024-03-15,Ativo
34733,Cliente 34733,cliente34733@email.com,(11) 934733-8262,São Paulo,SP,2024-09-20,Ativo
34734,Cliente 34734,cliente34734@email.com,(11) 934734-6179,São Paulo,SP,2024-04-18,Ativo
34735,Cliente 34735,cliente34735@email.com,(11) 934735-7333,São Paulo,SP,2024-06-19,Ativo
34736,Cliente 34736,cliente34736@email.com,(11) 934736-4854,São Paulo,SP,2024-09-12,Ativo
34737,Cliente 34737,cliente34737@email.com,(11) 934737-9309,São Paulo,SP,2024-03-23,Ativo
34738,Cliente 34738,cliente34738@email.com,(11) 934738-1223,São Paulo,SP,2024-10-06,Ativo
34739,Cliente 34739,cliente34739@email.com,(11) 934739-1026,São Paulo,SP,2024-11-26,Ativo
34740,Cliente 34740,cliente34740@email.com,(11) 934740-5608,São Paulo,SP,2024-05-23,Ativo
34741,Cliente 34741,cliente34741@email.com,(11) 934741-3321,São Paulo,SP,2024-02-09,Ativo
34742,Cliente 34742,cliente34742@email.com,(11) 934742-6858,São Paulo,SP,2024-01-19,Ativo
34743,Cliente 34743,cliente34743@email.com,(11) 934743-3112,São Paulo,SP,2024-02-23,Ativo
34744,Cliente 34744,cliente34744@email.com,(11) 934744-4134,São Paulo,SP,2024-04-16,Ativo
34745,Cliente 34745,cliente34745@email.com,(11) 934745-8728,São Paulo,SP,2024-05-03,Ativo
34746,Cliente 34746,cliente34746@email.com,(11) 934746-9343,São Paulo,SP,2024-04-17,Ativo
34747,Cliente 34747,cliente34747@email.com,(11) 934747-2910,São Paulo,SP,2024-10-09,Ativo
34748,Cliente 34748,cliente34748@email.com,(11) 934748-4409,São Paulo,SP,2024-09-06,Ativo
34749,Cliente 34749,cliente34749@email.com,(11) 934749-7348,São Paulo,SP,2024-09-06,Ativo
34750,Cliente 34750,cliente34750@email.com,(11) 934750-7785,São Paulo,SP,2024-08-20,Ativo
34751,Cliente 34751,cliente34751@email.com,(11) 934751-9063,São Paulo,SP,2024-11-24,Ativo
34752,Cliente 34752,cliente34752@email.com,(11) 934752-5211,São Paulo,SP,2024-07-25,Ativo
34753,Cliente 34753,cliente34753@email.com,(11) 934753-9909,São Paulo,SP,2024-11-18,Ativo
34754,Cliente 34754,cliente34754@email.com,(11) 934754-9713,São Paulo,SP,2024-03-21,Ativo
34755,Cliente 34755,cliente34755@email.com,(11) 934755-4563,São Paulo,SP,2024-01-24,Ativo
34756,Cliente 34756,cliente34756@email.com,(11) 934756-1158,São Paulo,SP,2024-05-10,Ativo
34757,Cliente 34757,cliente34757@email.com,(11) 934757-2361,São Paulo,SP,2024-08-14,Ativo
34758,Cliente 34758,cliente34758@email.com,(11) 934758-8318,São Paulo,SP,2024-02-26,Ativo
34759,Cliente 34759,cliente34759@email.com,(11) 934759-5966,São Paulo,SP,2024-02-10,Ativo
34760,Cliente 34760,cliente34760@email.com,(11) 934760-9345,São Paulo,SP,2024-03-19,Ativo
34761,Cliente 34761,cliente34761@email.com,(11) 934761-1690,São Paulo,SP,2024-10-18,Ativo
34762,Cliente 34762,cliente34762@email.com,(11) 934762-4944,São Paulo,SP,2024-01-18,Ativo
34763,Cliente 34763,cliente34763@email.com,(11) 934763-8460,São Paulo,SP,2024-05-06,Ativo
34764,Cliente 34764,cliente34764@email.com,(11) 934764-2768,São Paulo,SP,2024-02-23,Ativo
34765,Cliente 34765,cliente34765@email.com,(11) 934765-9289,São Paulo,SP,2024-10-26,Ativo
34766,Cliente 34766,cliente34766@email.com,(11) 934766-4548,São Paulo,SP,2024-01-02,Ativo
34767,Cliente 34767,cliente34767@email.com,(11) 934767-7071,São Paulo,SP,2024-04-05,Ativo
34768,Cliente 34768,cliente34768@email.com,(11) 934768-4781,São Paulo,SP,2024-03-03,Ativo
34769,Cliente 34769,cliente34769@email.com,(11) 934769-3833,São Paulo,SP,2024-08-26,Ativo
34770,Cliente 34770,cliente34770@email.com,(11) 934770-5460,São Paulo,SP,2024-07-04,Ativo
34771,Cliente 34771,cliente34771@email.com,(11) 934771-5479,São Paulo,SP,2024-02-03,Ativo
34772,Cliente 34772,cliente34772@email.com,(11) 934772-4441,São Paulo,SP,2024-06-09,Ativo
34773,Cliente 34773,cliente34773@email.com,(11) 934773-3147,São Paulo,SP,2024-10-14,Ativo
34774,Cliente 34774,cliente34774@email.com,(11) 934774-8869,São Paulo,SP,2024-11-18,Ativo
34775,Cliente 34775,cliente34775@email.com,(11) 934775-3780,São Paulo,SP,2024-04-05,Ativo
34776,Cliente 34776,cliente34776@email.com,(11) 934776-6930,São Paulo,SP,2024-07-19,Ativo
34777,Cliente 34777,cliente34777@email.com,(11) 934777-3284,São Paulo,SP,2024-07-14,Ativo
34778,Cliente 34778,cliente34778@email.com,(11) 934778-8925,São Paulo,SP,2024-11-15,Ativo
34779,Cliente 34779,cliente34779@email.com,(11) 934779-4615,São Paulo,SP,2024-01-15,Ativo
34780,Cliente 34780,cliente34780@email.com,(11) 934780-6704,São Paulo,SP,2024-08-03,Ativo
34781,Cliente 34781,cliente34781@email.com,(11) 934781-6703,São Paulo,SP,2024-09-14,Ativo
34782,Cliente 34782,cliente34782@email.com,(11) 934782-3703,São Paulo,SP,2024-11-23,Ativo
34783,Cliente 34783,cliente34783@email.com,(11) 934783-6800,São Paulo,SP,2024-02-04,Ativo
34784,Cliente 34784,cliente34784@email.com,(11) 934784-5941,São Paulo,SP,2024-05-04,Ativo
34785,Cliente 34785,cliente34785@email.com,(11) 934785-3897,São Paulo,SP,2024-01-10,Ativo
34786,Cliente 34786,cliente34786@email.com,(11) 934786-3647,São Paulo,SP,2024-11-11,Ativo
34787,Cliente 34787,cliente34787@email.com,(11) 934787-7517,São Paulo,SP,2024-08-15,Ativo
34788,Cliente 34788,cliente34788@email.com,(11) 934788-3670,São Paulo,SP,2024-01-07,Ativo
34789,Cliente 34789,cliente34789@email.com,(11) 934789-6995,São Paulo,SP,2024-11-14,Ativo
34790,Cliente 34790,cliente34790@email.com,(11) 934790-3674,São Paulo,SP,2024-11-24,Ativo
34791,Cliente 34791,cliente34791@email.com,(11) 934791-7280,São Paulo,SP,2024-06-22,Ativo
34792,Cliente 34792,cliente34792@email.com,(11) 934792-8489,São Paulo,SP,2024-05-10,Ativo
34793,Cliente 34793,cliente34793@email.com,(11) 934793-9511,São Paulo,SP,2024-08-24,Ativo
34794,Cliente 34794,cliente34794@email.com,(11) 934794-3292,São Paulo,SP,2024-10-13,Ativo
34795,Cliente 34795,cliente34795@email.com,(11) 934795-2571,São Paulo,SP,2024-06-15,Ativo
34796,Cliente 34796,cliente34796@email.com,(11) 934796-8584,São Paulo,SP,2024-06-09,Ativo
34797,Cliente 34797,cliente34797@email.com,(11) 934797-6264,São Paulo,SP,2024-03-22,Ativo
34798,Cliente 34798,cliente34798@email.com,(11) 934798-5659,São Paulo,SP,2024-08-22,Ativo
34799,Cliente 34799,cliente34799@email.com,(11) 934799-2805,São Paulo,SP,2024-10-24,Ativo
34800,Cliente 34800,cliente34800@email.com,(11) 934800-5129,São Paulo,SP,2024-02-22,Ativo
34801,Cliente 34801,cliente34801@email.com,(11) 934801-6300,São Paulo,SP,2024-05-20,Ativo
34802,Cliente 34802,cliente34802@email.com,(11) 934802-9787,São Paulo,SP,2024-09-19,Ativo
34803,Cliente 34803,cliente34803@email.com,(11) 934803-1117,São Paulo,SP,2024-11-22,Ativo
34804,Cliente 34804,cliente34804@email.com,(11) 934804-8286,São Paulo,SP,2024-07-14,Ativo
34805,Cliente 34805,cliente34805@email.com,(11) 934805-6350,São Paulo,SP,2024-04-14,Ativo
34806,Cliente 34806,cliente34806@email.com,(11) 934806-5606,São Paulo,SP,2024-04-13,Ativo
34807,Cliente 34807,cliente34807@email.com,(11) 934807-5816,São Paulo,SP,2024-01-18,Ativo
34808,Cliente 34808,cliente34808@email.com,(11) 934808-3072,São Paulo,SP,2024-09-03,Ativo
34809,Cliente 34809,cliente34809@email.com,(11) 934809-3239,São Paulo,SP,2024-02-24,Ativo
34810,Cliente 34810,cliente34810@email.com,(11) 934810-3417,São Paulo,SP,2024-05-27,Ativo
34811,Cliente 34811,cliente34811@email.com,(11) 934811-5703,São Paulo,SP,2024-04-17,Ativo
34812,Cliente 34812,cliente34812@email.com,(11) 934812-6285,São Paulo,SP,2024-03-06,Ativo
34813,Cliente 34813,cliente34813@email.com,(11) 934813-3354,São Paulo,SP,2024-07-18,Ativo
34814,Cliente 34814,cliente34814@email.com,(11) 934814-4432,São Paulo,SP,2024-03-09,Ativo
34815,Cliente 34815,cliente34815@email.com,(11) 934815-2142,São Paulo,SP,2024-04-05,Ativo
34816,Cliente 34816,cliente34816@email.com,(11) 934816-1353,São Paulo,SP,2024-03-10,Ativo
